Player,Pos,Age,Tm,Season,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Devin Harris,PG,27,TOT,2010-11,71,2254,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,3.2,1.0,4.2,0.089,1.6,-2.9,-1.3,0.4
Devin Harris,PG,28,UTA,2011-12,63,1741,16.0,0.564,0.393,0.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,3.3,0.8,4.2,0.115,2.7,-2.4,0.3,1.0
Devin Harris,SG,29,ATL,2012-13,58,1421,14.6,0.565,0.519,0.348,0.5,8.7,4.7,21.7,2.3,0.7,14.7,19.5,1.8,1.5,3.3,0.111,0.9,-0.9,-0.1,0.7
Devin Harris,PG,30,DAL,2013-14,40,818,14.6,0.517,0.398,0.453,1.1,10.8,6.0,31.0,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.5,-2.1,-1.6,0.1
Devin Harris,PG,31,DAL,2014-15,76,1685,14.8,0.559,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,1.9,-0.8,1.2,1.3
Devin Harris,PG,32,DAL,2015-16,64,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-0.1,0.4,0.3,0.7
Devin Harris,PG,33,DAL,2016-17,65,1087,13.8,0.549,0.519,0.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4
Devin Harris,PG,34,TOT,2017-18,71,1340,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.089,-0.1,-1.9,-2.0,0.0
Devin Harris,PG,35,DAL,2018-19,68,1071,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-1.3,-0.9,-2.2,-0.1
Devin Robinson,SF,22,WAS,2017-18,1,13,10.5,0.333,0.0,0.0,17.4,26.0,21.7,0.0,3.8,0.0,0.0,10.2,0.0,0.0,0.0,0.098,-5.7,-2.6,-8.2,0.0
Devin Robinson,SF,23,WAS,2018-19,7,95,20.6,0.616,0.063,0.438,6.7,16.2,11.4,9.5,2.0,5.3,5.0,17.9,0.2,0.1,0.3,0.175,-0.2,1.2,1.0,0.1
Devonte' Graham,PG,23,CHO,2018-19,46,676,10.3,0.459,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,0.2,0.3,0.5,0.035,-1.6,-2.7,-4.3,-0.4
Devyn Marble,SG,22,ORL,2014-15,16,208,5.9,0.362,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,-0.3,0.2,-0.1,-0.031,-4.7,0.2,-4.5,-0.1
Devyn Marble,SG,23,ORL,2015-16,28,249,5.2,0.368,0.451,0.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,-0.4,0.3,-0.1,-0.026,-4.8,-0.6,-5.5,-0.2
Dewayne Dedmon,C,24,TOT,2013-14,31,390,10.7,0.5,0.0,0.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,0.1,0.5,0.6,0.07,-6.0,0.0,-6.0,-0.4
Dewayne Dedmon,C,25,ORL,2014-15,59,845,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,0.7,1.0,1.7,0.099,-3.6,0.3,-3.3,-0.3
Dewayne Dedmon,C,26,ORL,2015-16,58,705,17.0,0.606,0.0,0.429,10.4,25.7,17.9,2.7,1.6,5.4,13.2,15.2,1.2,1.1,2.4,0.162,-2.6,1.3,-1.3,0.1
Dewayne Dedmon,C,27,SAS,2016-17,76,1330,16.0,0.645,0.0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3.0,5.2,0.189,-1.6,3.2,1.7,1.2
Dewayne Dedmon,C,28,ATL,2017-18,62,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-1.0,1.6,0.5,1.0
Dewayne Dedmon,C,29,ATL,2018-19,64,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.4,1.7,1.3,1.3
Dexter Pittman,C,22,MIA,2010-11,2,11,-6.4,0.333,0.0,0.0,11.5,20.4,16.2,0.0,0.0,0.0,40.0,21.3,-0.1,0.0,-0.1,-0.246,-15.7,-5.5,-21.2,-0.1
Dexter Pittman,C,23,MIA,2011-12,35,301,10.4,0.498,0.0,0.298,11.1,16.8,14.1,4.9,1.4,2.2,13.8,19.0,0.1,0.5,0.6,0.101,-3.4,-0.6,-4.0,-0.2
Dexter Pittman,C,24,TOT,2012-13,11,32,1.6,0.325,0.0,0.273,27.2,18.5,22.7,0.0,0.0,0.0,19.6,22.4,-0.1,0.0,-0.1,-0.107,-9.7,-8.2,-17.9,-0.1
Dexter Pittman,C,25,ATL,2013-14,2,3,13.1,0.0,0.0,2.0,100.0,0.0,57.9,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,-0.18,-5.4,-17.3,-22.7,0.0
Deyonta Davis,C,20,MEM,2016-17,36,238,10.6,0.528,0.0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1
Deyonta Davis,C,21,MEM,2017-18,62,943,16.6,0.621,0.0,0.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3
Deyonta Davis,C,22,ATL,2018-19,9,118,15.6,0.682,0.045,0.455,8.7,23.7,16.0,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.7,1.0,-0.7,0.0
Diamond Stone,C,19,LAC,2016-17,7,24,-1.2,0.339,0.0,0.308,4.8,22.7,14.0,0.0,0.0,3.4,11.9,31.3,-0.1,0.0,-0.1,-0.211,-17.3,-6.8,-24.1,-0.1
Diante Garrett,PG,24,PHO,2012-13,19,149,9.0,0.375,0.306,0.204,3.7,7.8,5.7,31.3,3.4,0.0,23.1,20.7,-0.3,0.1,-0.2,-0.073,-4.7,-1.5,-6.2,-0.2
Diante Garrett,PG,25,UTA,2013-14,71,1048,7.1,0.459,0.362,0.045,1.2,9.8,5.3,17.6,2.1,0.4,21.7,15.1,-1.1,0.3,-0.8,-0.036,-4.0,-1.2,-5.2,-0.8
Didier Ilunga-Mbenga,C,25,DAL,2005-06,43,237,13.4,0.538,0.017,0.333,9.8,18.4,14.2,1.4,1.4,8.1,18.9,16.7,0.0,0.4,0.5,0.092,-4.2,2.0,-2.2,0.0
Didier Ilunga-Mbenga,C,26,DAL,2006-07,21,79,7.2,0.435,0.0,0.5,4.7,11.9,8.4,10.9,2.0,4.8,20.4,14.5,-0.1,0.1,0.1,0.055,-5.1,3.4,-1.6,0.0
Didier Ilunga-Mbenga,C,27,TOT,2007-08,42,326,9.4,0.465,0.0,0.143,9.4,14.7,12.1,4.3,1.1,5.8,11.8,13.5,0.0,0.4,0.4,0.066,-4.3,1.7,-2.6,0.0
Didier Ilunga-Mbenga,C,27,GSW,2007-08,16,130,6.7,0.398,0.0,0.087,10.3,15.4,12.8,3.9,1.1,5.6,14.3,9.0,0.0,0.1,0.1,0.048,-4.7,2.3,-2.4,0.0
Didier Ilunga-Mbenga,C,27,LAL,2007-08,26,196,11.2,0.489,0.0,0.164,8.9,14.1,11.6,4.6,1.0,5.9,10.9,16.5,0.0,0.3,0.3,0.078,-4.1,1.3,-2.7,0.0
Didier Ilunga-Mbenga,C,28,LAL,2008-09,23,181,13.9,0.504,0.018,0.14,5.7,13.6,9.7,7.2,2.8,10.2,17.7,17.8,-0.1,0.4,0.3,0.091,-4.8,6.0,1.2,0.1
Didier Ilunga-Mbenga,C,29,LAL,2009-10,49,355,11.6,0.471,0.0,0.184,10.2,17.2,13.7,3.4,0.7,6.2,11.9,16.0,0.0,0.6,0.6,0.084,-5.1,1.7,-3.4,-0.1
Didier Ilunga-Mbenga,C,30,NOH,2010-11,41,330,9.7,0.518,0.0,0.367,12.8,18.9,15.9,2.7,1.0,6.8,27.0,11.3,0.0,0.6,0.5,0.076,-4.9,3.6,-1.3,0.1
Dijon Thompson,SG,22,PHO,2005-06,10,43,22.0,0.541,0.44,0.08,10.6,17.7,14.2,3.9,3.5,1.6,7.2,29.1,0.1,0.1,0.1,0.146,1.5,-2.5,-1.1,0.0
Dijon Thompson,SF,23,ATL,2006-07,6,50,11.6,0.482,0.133,0.4,7.1,12.2,9.6,6.8,0.0,0.0,5.4,17.1,0.1,0.0,0.1,0.064,-2.7,-4.3,-7.0,-0.1
Dikembe Mutombo,C,39,HOU,2005-06,64,955,12.7,0.626,0.0,0.958,12.5,24.9,18.8,0.7,1.0,4.9,20.6,8.5,1.3,1.8,3.1,0.156,-4.2,1.8,-2.4,-0.1
Dikembe Mutombo,C,40,HOU,2006-07,75,1289,14.4,0.601,0.0,0.569,14.7,28.7,21.8,1.5,0.9,4.5,16.6,8.3,2.1,3.0,5.2,0.192,-3.4,2.8,-0.5,0.5
Dikembe Mutombo,C,41,HOU,2007-08,39,619,14.5,0.591,0.0,0.563,12.6,23.5,18.1,1.2,0.9,5.7,14.6,8.6,0.9,1.4,2.3,0.178,-3.5,3.1,-0.4,0.3
Dikembe Mutombo,C,42,HOU,2008-09,9,96,10.8,0.472,0.0,0.692,15.2,24.5,20.0,0.0,0.0,8.3,26.1,11.1,0.0,0.2,0.2,0.088,-7.7,1.0,-6.7,-0.1
Dillon Brooks,SF,22,MEM,2017-18,82,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-1.8,-1.3,-3.1,-0.7
Dillon Brooks,SF,23,MEM,2018-19,18,330,7.6,0.499,0.328,0.246,3.0,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0.0,-0.004,-4.2,-1.9,-6.1,-0.3
Dion Waiters,SG,21,CLE,2012-13,61,1756,13.7,0.492,0.249,0.261,1.4,8.8,4.9,18.4,1.7,0.7,11.8,26.1,0.3,0.6,0.9,0.026,-0.5,-2.7,-3.2,-0.5
Dion Waiters,SG,22,CLE,2013-14,70,2072,14.0,0.508,0.252,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,0.3,1.3,1.6,0.037,-0.2,-1.8,-2.1,0.0
Dion Waiters,SG,23,TOT,2014-15,80,2208,10.9,0.46,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10.0,22.5,-0.6,1.7,1.1,0.025,-2.1,-1.5,-3.6,-0.9
Dion Waiters,SG,24,OKC,2015-16,78,2152,9.4,0.492,0.34,0.222,1.9,8.0,5.1,10.0,1.9,0.5,13.4,17.7,0.3,1.8,2.1,0.046,-1.5,-0.6,-2.1,-0.1
Dion Waiters,SG,25,MIA,2016-17,46,1384,14.5,0.507,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,0.2,1.5,1.6,0.057,-0.1,-0.8,-0.9,0.4
Dion Waiters,SG,26,MIA,2017-18,30,918,10.5,0.487,0.415,0.168,1.0,8.5,4.7,19.8,1.3,0.8,13.7,25.0,-0.7,0.8,0.1,0.004,-2.1,-2.0,-4.0,-0.5
Dion Waiters,SG,27,MIA,2018-19,44,1138,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.3,-1.6,-1.9,0.0
Dionte Christmas,SF,27,PHO,2013-14,31,198,11.1,0.489,0.5,0.387,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4,0.2,0.1,0.3,0.083,-1.1,-2.5,-3.6,-0.1
Dirk Nowitzki,PF,27,DAL,2005-06,81,3089,28.1,0.589,0.173,0.382,4.6,23.4,14.2,14.7,1.0,2.1,7.9,30.0,13.5,4.3,17.7,0.275,5.8,-0.1,5.7,6.0
Dirk Nowitzki,PF,28,DAL,2006-07,78,2820,27.6,0.605,0.129,0.411,5.3,23.9,14.8,17.8,1.0,1.7,9.5,28.9,11.8,4.5,16.3,0.278,5.4,1.3,6.7,6.2
Dirk Nowitzki,PF,29,DAL,2007-08,77,2769,24.6,0.585,0.167,0.414,4.1,22.8,13.8,17.8,1.0,1.9,9.3,28.8,8.9,4.0,12.9,0.223,4.2,0.9,5.2,5.0
Dirk Nowitzki,PF,30,DAL,2008-09,81,3050,23.1,0.564,0.105,0.337,3.3,22.1,12.8,12.1,1.0,1.5,7.8,30.3,7.5,3.4,10.9,0.171,1.9,-0.7,1.2,2.4
Dirk Nowitzki,PF,31,DAL,2009-10,81,3039,22.9,0.578,0.081,0.392,3.1,20.1,11.7,13.0,1.2,2.0,7.8,28.8,8.4,3.9,12.3,0.194,2.3,0.3,2.6,3.5
Dirk Nowitzki,PF,32,DAL,2010-11,73,2504,23.4,0.612,0.142,0.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,0.213,3.2,0.6,3.8,3.7
Dirk Nowitzki,PF,33,DAL,2011-12,62,2079,21.7,0.564,0.205,0.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,0.175,2.3,-0.5,1.8,2.0
Dirk Nowitzki,PF,34,DAL,2012-13,53,1661,19.8,0.564,0.216,0.265,2.5,21.5,12.2,13.5,1.2,1.7,7.9,24.2,3.3,1.8,5.0,0.145,1.7,0.0,1.7,1.5
Dirk Nowitzki,PF,35,DAL,2013-14,80,2628,23.6,0.603,0.258,0.295,1.8,20.0,10.9,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,0.199,4.1,-0.8,3.3,3.5
Dirk Nowitzki,PF,36,DAL,2014-15,77,2282,19.2,0.56,0.258,0.272,2.1,19.9,11.0,10.4,0.9,1.2,6.5,24.9,5.2,2.0,7.2,0.152,1.7,-1.0,0.7,1.5
Dirk Nowitzki,PF,37,DAL,2015-16,75,2364,19.0,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,4.2,2.6,6.8,0.138,1.2,-0.3,0.9,1.7
Dirk Nowitzki,PF,38,DAL,2016-17,54,1424,17.0,0.529,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,0.084,-1.6,0.3,-1.3,0.2
Dirk Nowitzki,C,39,DAL,2017-18,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,2.6,2.2,4.8,0.121,0.1,0.3,0.3,1.1
Dirk Nowitzki,PF,40,DAL,2018-19,51,795,9.6,0.469,0.545,0.133,0.7,20.5,10.6,6.9,0.5,1.9,4.3,22.5,-0.5,0.8,0.3,0.016,-3.8,-2.1,-5.9,-0.8
Domantas Sabonis,PF,20,OKC,2016-17,81,1632,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14.0,15.4,-1.0,1.8,0.8,0.022,-4.7,-0.1,-4.8,-1.2
Domantas Sabonis,C,21,IND,2017-18,74,1810,17.5,0.567,0.056,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.3,0.8
Domantas Sabonis,C,22,IND,2018-19,74,1838,21.9,0.63,0.024,0.416,11.5,29.8,20.8,18.2,1.3,1.5,16.2,23.5,4.3,3.3,7.6,0.197,1.5,2.2,3.7,2.6
Dominic McGuire,SG,22,WAS,2007-08,70,695,6.6,0.397,0.058,0.311,8.7,14.9,11.7,8.3,1.5,3.1,25.5,10.4,-0.6,0.6,0.0,-0.003,-4.8,1.8,-3.1,-0.2
Dominic McGuire,SF,23,WAS,2008-09,79,2072,10.8,0.483,0.012,0.315,6.2,18.4,12.1,13.8,1.6,2.9,20.0,10.1,0.5,1.3,1.7,0.04,-2.7,2.2,-0.5,0.8
Dominic McGuire,SF,24,TOT,2009-10,51,307,3.8,0.345,0.0,0.135,8.5,21.3,14.8,5.1,0.8,1.0,23.6,10.6,-0.5,0.3,-0.2,-0.038,-7.1,0.2,-6.9,-0.4
Dominic McGuire,SF,25,CHA,2010-11,52,760,10.4,0.437,0.011,0.214,10.0,21.8,15.9,9.0,0.7,3.5,11.2,13.8,0.1,0.9,0.9,0.059,-4.0,1.5,-2.5,-0.1
Dominic McGuire,PF,26,GSW,2011-12,64,1127,11.8,0.486,0.019,0.252,7.4,17.4,12.4,14.0,2.0,2.5,19.4,11.8,0.6,0.9,1.5,0.062,-2.4,2.0,-0.4,0.4
Dominic McGuire,SF,27,TOT,2012-13,26,387,7.7,0.422,0.0,0.179,5.7,18.4,12.0,7.5,1.8,2.3,16.6,8.7,-0.1,0.4,0.3,0.035,-4.2,2.2,-1.9,0.0
Dominique Jones,SG,22,DAL,2010-11,18,135,10.6,0.4,0.089,0.378,5.4,15.9,10.8,20.8,1.9,1.7,16.0,21.7,-0.2,0.2,0.0,0.007,-5.1,1.7,-3.4,0.0
Dominique Jones,SG,23,DAL,2011-12,33,268,11.8,0.493,0.11,0.507,3.8,14.6,9.2,24.6,2.0,1.5,23.9,20.3,-0.1,0.4,0.2,0.044,-3.9,1.0,-2.9,-0.1
Dominique Jones,PG,24,DAL,2012-13,29,338,12.4,0.438,0.083,0.486,6.0,8.7,7.4,36.2,2.1,0.5,22.3,23.0,-0.2,0.2,0.0,0.001,-2.9,-1.4,-4.2,-0.2
Donald Sloan,PG,24,TOT,2011-12,33,669,8.9,0.433,0.126,0.152,3.0,8.6,5.7,26.5,1.0,0.3,18.8,17.6,-0.4,0.1,-0.3,-0.024,-3.5,-2.4,-6.0,-0.7
Donald Sloan,SG,25,TOT,2012-13,23,263,9.6,0.455,0.244,0.321,1.3,11.5,6.2,22.0,1.0,0.0,13.6,17.5,0.0,0.0,0.1,0.017,-3.1,-3.2,-6.3,-0.3
Donald Sloan,SG,26,IND,2013-14,48,392,8.5,0.437,0.359,0.171,1.2,11.0,6.3,20.1,1.3,0.2,14.9,17.2,-0.3,0.6,0.3,0.039,-4.1,-0.7,-4.8,-0.3
Donald Sloan,PG,27,IND,2014-15,53,1107,13.1,0.503,0.369,0.217,1.2,13.0,7.1,27.5,1.1,0.0,14.3,18.6,0.9,1.1,2.0,0.085,-0.4,-1.0,-1.4,0.2
Donald Sloan,PG,28,BRK,2015-16,61,1318,13.9,0.536,0.283,0.297,1.4,13.5,7.4,30.0,1.2,0.2,16.8,16.1,1.7,0.3,2.0,0.071,-0.3,-2.1,-2.4,-0.1
Donatas Motiejunas,PF,26,NOP,2016-17,34,479,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,-0.5,0.6,0.2,0.016,-4.2,1.1,-3.1,-0.1
Donatas Motiejūnas,PF,22,HOU,2012-13,44,538,12.2,0.531,0.39,0.239,7.7,11.9,9.8,9.5,0.6,1.4,13.6,22.1,0.4,0.3,0.7,0.061,-0.7,-2.2,-2.9,-0.1
Donatas Motiejūnas,PF,23,HOU,2013-14,62,952,10.7,0.504,0.284,0.324,7.4,18.2,13.1,5.5,1.0,1.6,12.7,17.8,0.3,1.0,1.4,0.069,-2.7,-0.8,-3.5,-0.4
Donatas Motiejūnas,PF,24,HOU,2014-15,71,2037,14.4,0.553,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,1.0
Donatas Motiejūnas,PF,25,HOU,2015-16,37,547,11.3,0.504,0.278,0.259,7.4,14.6,11.0,12.2,1.5,0.8,16.2,21.4,0.0,0.3,0.3,0.026,-2.5,-1.9,-4.3,-0.3
Donatas Motiejūnas,PF,28,SAS,2018-19,3,13,-0.5,0.436,0.0,0.333,16.9,8.3,12.6,11.9,0.0,6.5,30.4,33.5,-0.1,0.0,-0.1,-0.246,-11.2,-0.3,-11.5,0.0
Donell Taylor,SG,23,WAS,2005-06,51,465,10.1,0.452,0.125,0.316,3.9,9.5,6.6,15.2,3.4,0.7,18.0,18.1,-0.3,0.5,0.2,0.017,-3.5,0.3,-3.2,-0.1
Donell Taylor,SG,24,WAS,2006-07,47,369,10.3,0.422,0.121,0.15,4.2,12.5,8.3,19.6,2.4,0.6,14.3,20.8,-0.4,0.2,-0.2,-0.022,-3.7,-1.5,-5.2,-0.3
Donovan Mitchell,SG,21,UTA,2017-18,79,2638,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,2.1
Donovan Mitchell,SG,22,UTA,2018-19,77,2598,17.2,0.537,0.339,0.259,2.5,10.5,6.6,21.2,2.0,0.9,11.3,31.6,1.3,3.7,5.0,0.092,0.8,-0.2,0.6,1.7
Donta Smith,SG,22,ATL,2005-06,23,127,12.7,0.589,0.148,0.444,2.8,10.7,6.6,11.4,3.3,0.0,11.0,13.0,0.2,0.1,0.3,0.104,-0.7,-1.2,-1.9,0.0
Donte DiVincenzo,SG,22,MIL,2018-19,27,411,9.1,0.507,0.669,0.097,4.2,11.4,8.0,9.7,1.5,1.2,12.8,15.1,0.0,0.6,0.6,0.069,-1.9,0.1,-1.8,0.0
Donte Grantham,SF,23,OKC,2018-19,3,2,-38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.946,-25.2,-13.6,-38.9,0.0
Dontell Jefferson,SG,25,CHA,2008-09,6,84,12.7,0.559,0.091,0.409,1.5,16.1,8.8,18.2,2.6,1.0,18.8,18.0,0.0,0.1,0.2,0.089,-3.1,1.1,-2.0,0.0
Donté Greene,SF,20,SAC,2008-09,55,725,5.2,0.416,0.424,0.144,3.0,10.9,6.9,6.4,1.1,1.4,12.8,17.8,-1.2,0.1,-1.1,-0.074,-5.1,-2.7,-7.8,-1.1
Donté Greene,SF,21,SAC,2009-10,76,1630,11.6,0.526,0.331,0.253,3.7,12.9,8.2,6.8,1.3,2.4,13.1,19.2,0.3,1.2,1.5,0.044,-1.8,-0.6,-2.4,-0.2
Donté Greene,SF,22,SAC,2010-11,69,1127,9.7,0.482,0.399,0.168,4.8,10.2,7.4,6.5,1.6,1.3,12.6,18.2,-0.2,0.8,0.5,0.022,-2.2,-1.2,-3.4,-0.4
Donté Greene,PF,23,SAC,2011-12,53,777,11.8,0.491,0.395,0.207,2.6,16.9,9.4,6.8,1.2,2.7,9.9,18.0,0.3,0.3,0.7,0.041,-2.3,-1.3,-3.6,-0.3
Donyell Marshall,PF,32,CLE,2005-06,81,2077,13.4,0.517,0.589,0.183,5.9,22.3,14.0,4.8,1.5,1.5,11.0,18.2,1.4,2.8,4.2,0.097,-0.4,-0.3,-0.7,0.7
Donyell Marshall,PF,33,CLE,2006-07,81,1360,15.3,0.536,0.55,0.162,7.2,20.8,13.8,5.7,1.5,2.5,11.3,19.8,1.3,2.6,3.8,0.135,-0.2,0.4,0.2,0.8
Donyell Marshall,PF,34,TOT,2007-08,26,340,9.8,0.455,0.541,0.224,7.8,17.2,12.4,4.4,0.9,3.6,12.2,16.0,-0.1,0.4,0.3,0.042,-3.3,-0.2,-3.5,-0.1
Donyell Marshall,PF,34,CLE,2007-08,11,156,8.4,0.427,0.523,0.205,6.4,15.8,11.0,4.9,0.7,4.5,11.1,15.7,-0.1,0.2,0.1,0.039,-4.3,0.2,-4.1,-0.1
Donyell Marshall,PF,34,SEA,2007-08,15,184,10.9,0.477,0.556,0.241,8.9,18.3,13.6,4.0,1.1,2.7,13.1,16.2,0.0,0.2,0.2,0.045,-2.5,-0.6,-3.0,0.0
Donyell Marshall,PF,35,PHI,2008-09,25,189,18.9,0.621,0.753,0.082,3.8,21.7,12.7,13.6,1.1,2.1,7.3,19.7,0.6,0.2,0.8,0.201,4.4,-1.1,3.3,0.3
Dorell Wright,SF,20,MIA,2005-06,20,132,13.2,0.574,0.14,0.395,1.9,25.6,14.3,9.8,1.2,0.6,21.7,22.6,0.0,0.2,0.2,0.064,-4.8,-0.8,-5.6,-0.1
Dorell Wright,SF,21,MIA,2006-07,66,1292,12.7,0.489,0.093,0.236,3.7,20.7,12.4,12.1,1.7,2.8,13.9,17.1,-0.1,2.0,1.9,0.072,-3.7,2.1,-1.6,0.1
Dorell Wright,SF,22,MIA,2007-08,44,1104,14.4,0.537,0.038,0.235,5.1,19.0,11.9,9.4,1.4,3.0,8.2,15.1,1.2,1.1,2.2,0.096,-2.3,1.4,-0.8,0.3
Dorell Wright,SF,23,MIA,2008-09,6,73,3.7,0.398,0.0,0.3,3.3,29.8,16.4,4.2,1.5,0.0,20.9,18.4,-0.2,0.1,-0.1,-0.086,-10.8,-1.3,-12.1,-0.2
Dorell Wright,SF,24,MIA,2009-10,72,1496,14.5,0.567,0.375,0.165,4.0,14.4,9.2,9.8,1.9,1.7,10.6,15.8,2.1,2.2,4.3,0.137,0.2,1.3,1.5,1.3
Dorell Wright,SF,25,GSW,2010-11,82,3147,15.0,0.539,0.45,0.199,3.1,12.6,7.8,11.6,2.0,1.5,9.6,19.3,3.9,1.8,5.8,0.088,1.5,-0.4,1.1,2.5
Dorell Wright,SF,26,GSW,2011-12,61,1650,15.0,0.553,0.555,0.186,4.1,14.9,9.6,8.8,1.8,1.2,8.2,17.3,2.6,0.8,3.4,0.099,1.8,-0.9,0.9,1.2
Dorell Wright,SF,27,PHI,2012-13,79,1783,16.0,0.551,0.603,0.235,2.6,17.0,9.6,13.1,1.8,1.5,8.8,18.7,2.8,2.1,4.9,0.132,1.5,-0.2,1.3,1.5
Dorell Wright,SF,28,POR,2013-14,68,984,11.9,0.524,0.68,0.232,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,0.9,1.0,1.9,0.091,-0.1,-0.3,-0.4,0.4
Dorell Wright,SF,29,POR,2014-15,48,592,13.4,0.525,0.568,0.221,2.6,17.2,10.0,10.2,1.7,1.3,7.9,17.1,0.7,0.8,1.6,0.128,0.1,0.6,0.7,0.4
Dorian Finney-Smith,PF,23,DAL,2016-17,81,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.4,0.2
Dorian Finney-Smith,PF,24,DAL,2017-18,21,448,7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1
Dorian Finney-Smith,SF,25,DAL,2018-19,81,1985,11.0,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14.0,1.2,2.0,3.3,0.079,-1.0,1.1,0.2,1.1
Doron Lamb,SG,21,TOT,2012-13,47,577,4.8,0.433,0.227,0.209,1.5,7.4,4.4,8.2,1.2,0.0,12.7,15.7,-0.6,0.2,-0.4,-0.032,-5.2,-2.3,-7.5,-0.8
Doron Lamb,SG,22,ORL,2013-14,53,695,7.5,0.543,0.563,0.225,1.3,6.7,4.0,9.3,0.8,0.1,13.3,13.3,0.3,0.2,0.5,0.036,-2.2,-2.4,-4.6,-0.4
Doug Christie,SG,35,DAL,2005-06,7,185,6.8,0.416,0.038,0.462,1.3,7.0,4.2,10.9,2.7,0.4,16.1,9.4,-0.1,0.2,0.1,0.035,-2.9,1.3,-1.6,0.0
