player_name,Zone,Contest,FGA,FGM,FG_PCT
pj tucker,Restricted Area (Layup),Heavy Contest,44,28,0.6364
quincy acy,Above the Break 3,Wide Open,20,6,0.3
quincy acy,Free Throw / Short Range,Heavy Contest,43,21,0.4884
quincy acy,Free Throw / Short Range,Slight Contest,13,8,0.6154
quincy acy,Mid-Range,Heavy Contest,11,6,0.5455
quincy acy,Mid-Range,Slight Contest,48,17,0.3542
quincy acy,Mid-Range,Wide Open,34,15,0.4412
quincy acy,Restricted Area (Layup),Heavy Contest,40,23,0.575
ramon sessions,Above the Break 3,Slight Contest,12,2,0.1667
ramon sessions,Above the Break 3,Wide Open,17,5,0.2941
ramon sessions,Free Throw / Short Range,Heavy Contest,98,36,0.3673
ramon sessions,Free Throw / Short Range,Slight Contest,18,10,0.5556
ramon sessions,Mid-Range,Slight Contest,13,5,0.3846
ramon sessions,Mid-Range,Wide Open,21,4,0.1905
ramon sessions,Restricted Area (Layup),Heavy Contest,22,7,0.3182
rasual butler,Above the Break 3,Heavy Contest,45,12,0.2667
rasual butler,Above the Break 3,Slight Contest,50,23,0.46
rasual butler,Above the Break 3,Wide Open,25,7,0.28
rasual butler,Corner 3,Heavy Contest,23,10,0.4348
rasual butler,Corner 3,Slight Contest,23,9,0.3913
rasual butler,Corner 3,Wide Open,24,14,0.5833
rasual butler,Free Throw / Short Range,Heavy Contest,60,26,0.4333
rasual butler,Mid-Range,Heavy Contest,76,32,0.4211
rasual butler,Mid-Range,Slight Contest,33,12,0.3636
rasual butler,Mid-Range,Wide Open,11,5,0.4545
rasual butler,Restricted Area (Layup),Heavy Contest,24,16,0.6667
ray mccallum,Above the Break 3,Slight Contest,13,4,0.3077
ray mccallum,Above the Break 3,Wide Open,18,5,0.2778
ray mccallum,Free Throw / Short Range,Heavy Contest,49,23,0.4694
ray mccallum,Free Throw / Short Range,Slight Contest,18,10,0.5556
ray mccallum,Mid-Range,Heavy Contest,36,14,0.3889
ray mccallum,Mid-Range,Slight Contest,25,8,0.32
ray mccallum,Mid-Range,Wide Open,10,4,0.4
ray mccallum,Restricted Area (Layup),Heavy Contest,42,26,0.619
reggie jackson,Above the Break 3,Heavy Contest,19,5,0.2632
reggie jackson,Above the Break 3,Slight Contest,83,21,0.253
reggie jackson,Above the Break 3,Wide Open,65,19,0.2923
reggie jackson,Free Throw / Short Range,Heavy Contest,218,102,0.4679
reggie jackson,Free Throw / Short Range,Slight Contest,31,20,0.6452
reggie jackson,Mid-Range,Heavy Contest,55,19,0.3455
reggie jackson,Mid-Range,Slight Contest,83,37,0.4458
reggie jackson,Mid-Range,Wide Open,25,7,0.28
reggie jackson,Restricted Area (Layup),Heavy Contest,61,35,0.5738
richard jefferson,Above the Break 3,Heavy Contest,14,5,0.3571
richard jefferson,Above the Break 3,Slight Contest,40,16,0.4
richard jefferson,Above the Break 3,Wide Open,17,10,0.5882
richard jefferson,Corner 3,Heavy Contest,11,4,0.3636
richard jefferson,Corner 3,Slight Contest,19,8,0.4211
richard jefferson,Corner 3,Wide Open,15,6,0.4
richard jefferson,Free Throw / Short Range,Heavy Contest,58,21,0.3621
richard jefferson,Mid-Range,Slight Contest,12,3,0.25
richard jefferson,Restricted Area (Layup),Heavy Contest,20,14,0.7
robbie hummel,Above the Break 3,Wide Open,10,3,0.3
robbie hummel,Corner 3,Wide Open,11,4,0.3636
robbie hummel,Free Throw / Short Range,Heavy Contest,14,6,0.4286
robbie hummel,Mid-Range,Heavy Contest,10,2,0.2
robbie hummel,Mid-Range,Slight Contest,20,7,0.35
robbie hummel,Mid-Range,Wide Open,18,13,0.7222
robbie hummel,Restricted Area (Layup),Heavy Contest,19,17,0.8947
robert covington,Above the Break 3,Heavy Contest,75,22,0.2933
robert covington,Above the Break 3,Slight Contest,125,46,0.368
robert covington,Above the Break 3,Wide Open,67,30,0.4478
robert covington,Corner 3,Heavy Contest,10,6,0.6
robert covington,Corner 3,Slight Contest,11,4,0.3636
robert covington,Free Throw / Short Range,Heavy Contest,110,41,0.3727
robert covington,Free Throw / Short Range,Slight Contest,12,5,0.4167
robert covington,Mid-Range,Heavy Contest,20,4,0.2
robert covington,Mid-Range,Slight Contest,11,3,0.2727
robert covington,Restricted Area (Layup),Heavy Contest,40,23,0.575
robert sacre,Free Throw / Short Range,Heavy Contest,107,39,0.3645
robert sacre,Free Throw / Short Range,Slight Contest,15,9,0.6
robert sacre,Mid-Range,Heavy Contest,13,4,0.3077
robert sacre,Mid-Range,Slight Contest,47,20,0.4255
robert sacre,Mid-Range,Wide Open,30,11,0.3667
robert sacre,Restricted Area (Layup),Heavy Contest,23,12,0.5217
rodney stuckey,Above the Break 3,Heavy Contest,18,6,0.3333
rodney stuckey,Above the Break 3,Slight Contest,27,11,0.4074
rodney stuckey,Above the Break 3,Wide Open,15,6,0.4
rodney stuckey,Corner 3,Wide Open,11,6,0.5455
rodney stuckey,Free Throw / Short Range,Heavy Contest,170,63,0.3706
rodney stuckey,Free Throw / Short Range,Slight Contest,36,19,0.5278
rodney stuckey,Free Throw / Short Range,Wide Open,10,7,0.7
rodney stuckey,Mid-Range,Heavy Contest,60,26,0.4333
rodney stuckey,Mid-Range,Slight Contest,76,33,0.4342
rodney stuckey,Mid-Range,Wide Open,20,6,0.3
rodney stuckey,Restricted Area (Layup),Heavy Contest,62,39,0.629
rodney stuckey,Restricted Area (Layup),Wide Open,10,10,1.0
ronnie price,Above the Break 3,Heavy Contest,26,7,0.2692
ronnie price,Above the Break 3,Slight Contest,41,11,0.2683
ronnie price,Above the Break 3,Wide Open,22,5,0.2273
ronnie price,Free Throw / Short Range,Heavy Contest,37,17,0.4595
ronnie price,Free Throw / Short Range,Slight Contest,12,6,0.5
ronnie price,Mid-Range,Heavy Contest,18,4,0.2222
ronnie price,Mid-Range,Slight Contest,19,5,0.2632
ronnie price,Restricted Area (Layup),Heavy Contest,18,8,0.4444
roy hibbert,Free Throw / Short Range,Heavy Contest,278,127,0.4568
roy hibbert,Free Throw / Short Range,Slight Contest,17,5,0.2941
roy hibbert,Mid-Range,Heavy Contest,18,7,0.3889
roy hibbert,Mid-Range,Slight Contest,66,24,0.3636
roy hibbert,Mid-Range,Wide Open,60,27,0.45
roy hibbert,Restricted Area (Layup),Heavy Contest,79,41,0.519
rudy gay,Above the Break 3,Heavy Contest,21,6,0.2857
rudy gay,Above the Break 3,Slight Contest,66,23,0.3485
rudy gay,Above the Break 3,Wide Open,53,24,0.4528
rudy gay,Corner 3,Slight Contest,10,1,0.1
rudy gay,Free Throw / Short Range,Heavy Contest,359,163,0.454
rudy gay,Free Throw / Short Range,Slight Contest,36,21,0.5833
rudy gay,Free Throw / Short Range,Wide Open,13,12,0.9231
rudy gay,Mid-Range,Heavy Contest,118,41,0.3475
rudy gay,Mid-Range,Slight Contest,87,37,0.4253
rudy gay,Mid-Range,Wide Open,13,5,0.3846
rudy gay,Restricted Area (Layup),Heavy Contest,77,44,0.5714
rudy gay,Restricted Area (Layup),Slight Contest,10,7,0.7
rudy gobert,Free Throw / Short Range,Heavy Contest,92,46,0.5
rudy gobert,Free Throw / Short Range,Slight Contest,14,8,0.5714
rudy gobert,Restricted Area (Layup),Heavy Contest,139,95,0.6835
rudy gobert,Restricted Area (Layup),Slight Contest,15,14,0.9333
russell westbrook,Above the Break 3,Heavy Contest,43,10,0.2326
russell westbrook,Above the Break 3,Slight Contest,62,20,0.3226
russell westbrook,Above the Break 3,Wide Open,46,12,0.2609
russell westbrook,Free Throw / Short Range,Heavy Contest,325,149,0.4585
russell westbrook,Free Throw / Short Range,Slight Contest,50,26,0.52
russell westbrook,Mid-Range,Heavy Contest,166,63,0.3795
russell westbrook,Mid-Range,Slight Contest,114,47,0.4123
russell westbrook,Mid-Range,Wide Open,27,14,0.5185
russell westbrook,Restricted Area (Layup),Heavy Contest,92,50,0.5435
russell westbrook,Restricted Area (Layup),Slight Contest,10,5,0.5
russell westbrook,Restricted Area (Layup),Wide Open,14,14,1.0
ryan anderson,Above the Break 3,Heavy Contest,25,9,0.36
ryan anderson,Above the Break 3,Slight Contest,132,40,0.303
ryan anderson,Above the Break 3,Wide Open,154,56,0.3636
ryan anderson,Free Throw / Short Range,Heavy Contest,91,43,0.4725
ryan anderson,Free Throw / Short Range,Slight Contest,20,9,0.45
ryan anderson,Mid-Range,Heavy Contest,29,9,0.3103
ryan anderson,Mid-Range,Slight Contest,71,27,0.3803
ryan anderson,Mid-Range,Wide Open,16,7,0.4375
ryan anderson,Restricted Area (Layup),Heavy Contest,89,51,0.573
serge ibaka,Above the Break 3,Slight Contest,45,16,0.3556
serge ibaka,Above the Break 3,Wide Open,118,45,0.3814
serge ibaka,Corner 3,Slight Contest,10,4,0.4
serge ibaka,Corner 3,Wide Open,10,6,0.6
serge ibaka,Free Throw / Short Range,Heavy Contest,160,80,0.5
serge ibaka,Free Throw / Short Range,Slight Contest,23,17,0.7391
serge ibaka,Mid-Range,Heavy Contest,41,9,0.2195
serge ibaka,Mid-Range,Slight Contest,128,58,0.4531
serge ibaka,Mid-Range,Wide Open,93,46,0.4946
serge ibaka,Restricted Area (Layup),Heavy Contest,75,47,0.6267
shabazz muhammad,Above the Break 3,Slight Contest,18,7,0.3889
shabazz muhammad,Above the Break 3,Wide Open,22,11,0.5
shabazz muhammad,Free Throw / Short Range,Heavy Contest,198,91,0.4596
shabazz muhammad,Mid-Range,Slight Contest,30,10,0.3333
shabazz muhammad,Restricted Area (Layup),Heavy Contest,70,46,0.6571
shabazz napier,Above the Break 3,Heavy Contest,19,7,0.3684
shabazz napier,Above the Break 3,Slight Contest,46,18,0.3913
shabazz napier,Above the Break 3,Wide Open,26,8,0.3077
shabazz napier,Free Throw / Short Range,Heavy Contest,23,4,0.1739
shabazz napier,Mid-Range,Heavy Contest,15,6,0.4
shabazz napier,Mid-Range,Slight Contest,27,11,0.4074
shabazz napier,Restricted Area (Layup),Heavy Contest,14,7,0.5
shane larkin,Above the Break 3,Heavy Contest,11,3,0.2727
shane larkin,Above the Break 3,Slight Contest,36,9,0.25
shane larkin,Above the Break 3,Wide Open,33,14,0.4242
shane larkin,Free Throw / Short Range,Heavy Contest,63,22,0.3492
shane larkin,Free Throw / Short Range,Slight Contest,18,10,0.5556
shane larkin,Mid-Range,Heavy Contest,21,6,0.2857
shane larkin,Mid-Range,Slight Contest,33,12,0.3636
shane larkin,Mid-Range,Wide Open,13,8,0.6154
shane larkin,Restricted Area (Layup),Heavy Contest,26,17,0.6538
shane larkin,Restricted Area (Layup),Slight Contest,10,9,0.9
shaun livingston,Free Throw / Short Range,Heavy Contest,147,69,0.4694
shaun livingston,Free Throw / Short Range,Slight Contest,18,10,0.5556
shaun livingston,Mid-Range,Heavy Contest,25,10,0.4
shaun livingston,Mid-Range,Slight Contest,15,8,0.5333
shaun livingston,Restricted Area (Layup),Heavy Contest,35,24,0.6857
shawn marion,Above the Break 3,Wide Open,10,2,0.2
shawn marion,Corner 3,Slight Contest,10,3,0.3
shawn marion,Corner 3,Wide Open,17,7,0.4118
shawn marion,Free Throw / Short Range,Heavy Contest,93,38,0.4086
shawn marion,Free Throw / Short Range,Slight Contest,20,9,0.45
shawn marion,Restricted Area (Layup),Heavy Contest,47,26,0.5532
shawne williams,Above the Break 3,Heavy Contest,11,4,0.3636
shawne williams,Above the Break 3,Slight Contest,31,14,0.4516
shawne williams,Above the Break 3,Wide Open,55,20,0.3636
shawne williams,Corner 3,Slight Contest,17,7,0.4118
shawne williams,Corner 3,Wide Open,27,10,0.3704
shawne williams,Free Throw / Short Range,Heavy Contest,22,10,0.4545
shawne williams,Mid-Range,Slight Contest,18,6,0.3333
shawne williams,Mid-Range,Wide Open,15,10,0.6667
shawne williams,Restricted Area (Layup),Heavy Contest,20,12,0.6
solomon hill,Above the Break 3,Heavy Contest,10,2,0.2
solomon hill,Above the Break 3,Slight Contest,27,3,0.1111
solomon hill,Above the Break 3,Wide Open,83,30,0.3614
solomon hill,Corner 3,Slight Contest,21,7,0.3333
solomon hill,Corner 3,Wide Open,17,6,0.3529
solomon hill,Free Throw / Short Range,Heavy Contest,134,43,0.3209
solomon hill,Free Throw / Short Range,Slight Contest,23,12,0.5217
solomon hill,Mid-Range,Heavy Contest,25,10,0.4
solomon hill,Mid-Range,Slight Contest,28,12,0.4286
solomon hill,Mid-Range,Wide Open,10,6,0.6
solomon hill,Restricted Area (Layup),Heavy Contest,85,44,0.5176
spencer hawes,Above the Break 3,Slight Contest,31,9,0.2903
spencer hawes,Above the Break 3,Wide Open,102,33,0.3235
spencer hawes,Free Throw / Short Range,Heavy Contest,87,41,0.4713
spencer hawes,Free Throw / Short Range,Slight Contest,14,8,0.5714
spencer hawes,Mid-Range,Heavy Contest,11,5,0.4545
spencer hawes,Mid-Range,Slight Contest,19,6,0.3158
spencer hawes,Mid-Range,Wide Open,19,9,0.4737
spencer hawes,Restricted Area (Layup),Heavy Contest,31,16,0.5161
stephen curry,Above the Break 3,Heavy Contest,123,45,0.3659
stephen curry,Above the Break 3,Slight Contest,158,67,0.4241
stephen curry,Above the Break 3,Wide Open,143,63,0.4406
stephen curry,Corner 3,Slight Contest,11,4,0.3636
stephen curry,Corner 3,Wide Open,13,9,0.6923
stephen curry,Free Throw / Short Range,Heavy Contest,163,90,0.5521
stephen curry,Free Throw / Short Range,Slight Contest,45,27,0.6
stephen curry,Free Throw / Short Range,Wide Open,11,7,0.6364
stephen curry,Mid-Range,Heavy Contest,81,33,0.4074
stephen curry,Mid-Range,Slight Contest,67,26,0.3881
stephen curry,Mid-Range,Wide Open,31,17,0.5484
stephen curry,Restricted Area (Layup),Heavy Contest,90,61,0.6778
stephen curry,Restricted Area (Layup),Slight Contest,18,13,0.7222
steve adams,Free Throw / Short Range,Heavy Contest,139,63,0.4532
steve adams,Free Throw / Short Range,Slight Contest,21,12,0.5714
steve adams,Restricted Area (Layup),Heavy Contest,96,61,0.6354
steve blake,Above the Break 3,Heavy Contest,15,5,0.3333
steve blake,Above the Break 3,Slight Contest,56,13,0.2321
steve blake,Above the Break 3,Wide Open,48,18,0.375
steve blake,Corner 3,Slight Contest,15,7,0.4667
steve blake,Corner 3,Wide Open,17,9,0.5294
steve blake,Free Throw / Short Range,Heavy Contest,17,6,0.3529
steve blake,Mid-Range,Heavy Contest,19,7,0.3684
steve blake,Mid-Range,Slight Contest,18,9,0.5
steve blake,Mid-Range,Wide Open,20,9,0.45
taj gibson,Free Throw / Short Range,Heavy Contest,161,67,0.4161
taj gibson,Free Throw / Short Range,Slight Contest,26,15,0.5769
taj gibson,Mid-Range,Heavy Contest,16,6,0.375
taj gibson,Mid-Range,Slight Contest,38,14,0.3684
taj gibson,Mid-Range,Wide Open,16,6,0.375
taj gibson,Restricted Area (Layup),Heavy Contest,148,89,0.6014
taj gibson,Restricted Area (Layup),Slight Contest,10,8,0.8
terrence ross,Above the Break 3,Heavy Contest,71,33,0.4648
terrence ross,Above the Break 3,Slight Contest,101,38,0.3762
terrence ross,Above the Break 3,Wide Open,56,17,0.3036
terrence ross,Corner 3,Heavy Contest,20,7,0.35
terrence ross,Corner 3,Slight Contest,14,4,0.2857
terrence ross,Corner 3,Wide Open,22,6,0.2727
terrence ross,Free Throw / Short Range,Heavy Contest,102,41,0.402
terrence ross,Free Throw / Short Range,Slight Contest,22,11,0.5
terrence ross,Mid-Range,Heavy Contest,47,16,0.3404
terrence ross,Mid-Range,Slight Contest,55,23,0.4182
terrence ross,Mid-Range,Wide Open,10,6,0.6
terrence ross,Restricted Area (Layup),Heavy Contest,26,15,0.5769
terrence ross,Restricted Area (Layup),Slight Contest,11,7,0.6364
thabo sefolosha,Above the Break 3,Slight Contest,14,6,0.4286
thabo sefolosha,Above the Break 3,Wide Open,19,5,0.2632
thabo sefolosha,Corner 3,Wide Open,19,4,0.2105
thabo sefolosha,Free Throw / Short Range,Heavy Contest,43,15,0.3488
thabo sefolosha,Free Throw / Short Range,Slight Contest,15,10,0.6667
thabo sefolosha,Restricted Area (Layup),Heavy Contest,59,36,0.6102
thaddeus young,Above the Break 3,Slight Contest,15,5,0.3333
thaddeus young,Above the Break 3,Wide Open,47,17,0.3617
thaddeus young,Free Throw / Short Range,Heavy Contest,302,143,0.4735
thaddeus young,Free Throw / Short Range,Slight Contest,27,15,0.5556
thaddeus young,Mid-Range,Heavy Contest,16,7,0.4375
thaddeus young,Mid-Range,Slight Contest,79,24,0.3038
thaddeus young,Mid-Range,Wide Open,45,14,0.3111
thaddeus young,Restricted Area (Layup),Heavy Contest,121,69,0.5702
thaddeus young,Restricted Area (Layup),Slight Contest,17,16,0.9412
tim duncan,Free Throw / Short Range,Heavy Contest,337,155,0.4599
tim duncan,Free Throw / Short Range,Slight Contest,45,24,0.5333
tim duncan,Mid-Range,Heavy Contest,17,5,0.2941
tim duncan,Mid-Range,Slight Contest,33,11,0.3333
tim duncan,Mid-Range,Wide Open,60,25,0.4167
tim duncan,Restricted Area (Layup),Heavy Contest,109,75,0.6881
tim duncan,Restricted Area (Layup),Slight Contest,12,9,0.75
time hardaway jr,Above the Break 3,Heavy Contest,53,18,0.3396
time hardaway jr,Above the Break 3,Slight Contest,146,47,0.3219
time hardaway jr,Above the Break 3,Wide Open,64,25,0.3906
time hardaway jr,Corner 3,Slight Contest,10,3,0.3
time hardaway jr,Free Throw / Short Range,Heavy Contest,133,57,0.4286
time hardaway jr,Mid-Range,Heavy Contest,70,25,0.3571
time hardaway jr,Mid-Range,Slight Contest,45,19,0.4222
time hardaway jr,Mid-Range,Wide Open,14,5,0.3571
time hardaway jr,Restricted Area (Layup),Heavy Contest,25,12,0.48
timofey mozgov,Free Throw / Short Range,Heavy Contest,126,60,0.4762
timofey mozgov,Free Throw / Short Range,Slight Contest,19,9,0.4737
timofey mozgov,Mid-Range,Slight Contest,21,7,0.3333
timofey mozgov,Mid-Range,Wide Open,45,18,0.4
timofey mozgov,Restricted Area (Layup),Heavy Contest,174,104,0.5977
timofey mozgov,Restricted Area (Layup),Slight Contest,23,22,0.9565
tobias harris,Above the Break 3,Heavy Contest,10,2,0.2
tobias harris,Above the Break 3,Slight Contest,45,18,0.4
tobias harris,Above the Break 3,Wide Open,47,16,0.3404
tobias harris,Corner 3,Heavy Contest,11,5,0.4545
tobias harris,Corner 3,Slight Contest,17,8,0.4706
tobias harris,Corner 3,Wide Open,32,11,0.3438
tobias harris,Free Throw / Short Range,Heavy Contest,269,122,0.4535
tobias harris,Free Throw / Short Range,Slight Contest,30,15,0.5
tobias harris,Mid-Range,Heavy Contest,63,22,0.3492
tobias harris,Mid-Range,Slight Contest,61,27,0.4426
tobias harris,Mid-Range,Wide Open,21,8,0.381
tobias harris,Restricted Area (Layup),Heavy Contest,85,55,0.6471
tony allen,Above the Break 3,Wide Open,10,2,0.2
tony allen,Free Throw / Short Range,Heavy Contest,117,48,0.4103
tony allen,Free Throw / Short Range,Slight Contest,19,13,0.6842
tony allen,Mid-Range,Wide Open,13,4,0.3077
tony allen,Restricted Area (Layup),Heavy Contest,130,68,0.5231
tony allen,Restricted Area (Layup),Slight Contest,25,17,0.68
tony allen,Restricted Area (Layup),Wide Open,13,9,0.6923
tony parker,Above the Break 3,Slight Contest,14,6,0.4286
tony parker,Above the Break 3,Wide Open,10,5,0.5
tony parker,Corner 3,Slight Contest,15,5,0.3333
tony parker,Corner 3,Wide Open,17,11,0.6471
tony parker,Free Throw / Short Range,Heavy Contest,171,75,0.4386
tony parker,Free Throw / Short Range,Slight Contest,31,16,0.5161
tony parker,Mid-Range,Heavy Contest,69,27,0.3913
tony parker,Mid-Range,Slight Contest,102,38,0.3725
tony parker,Mid-Range,Wide Open,33,13,0.3939
tony parker,Restricted Area (Layup),Heavy Contest,68,41,0.6029
tony parker,Restricted Area (Layup),Slight Contest,10,7,0.7
tony snell,Above the Break 3,Slight Contest,43,15,0.3488
tony snell,Above the Break 3,Wide Open,43,17,0.3953
tony snell,Corner 3,Slight Contest,15,8,0.5333
tony snell,Corner 3,Wide Open,11,6,0.5455
tony snell,Free Throw / Short Range,Heavy Contest,63,36,0.5714
tony snell,Mid-Range,Heavy Contest,11,5,0.4545
tony snell,Restricted Area (Layup),Heavy Contest,11,5,0.4545
travis wear,Above the Break 3,Wide Open,10,4,0.4
travis wear,Free Throw / Short Range,Heavy Contest,24,10,0.4167
travis wear,Mid-Range,Heavy Contest,28,14,0.5
travis wear,Mid-Range,Slight Contest,38,14,0.3684
travis wear,Mid-Range,Wide Open,28,9,0.3214
travis wear,Restricted Area (Layup),Heavy Contest,11,8,0.7273
trevor ariza,Above the Break 3,Heavy Contest,49,10,0.2041
trevor ariza,Above the Break 3,Slight Contest,123,34,0.2764
trevor ariza,Above the Break 3,Wide Open,127,46,0.3622
trevor ariza,Corner 3,Heavy Contest,27,8,0.2963
trevor ariza,Corner 3,Slight Contest,50,21,0.42
trevor ariza,Corner 3,Wide Open,42,18,0.4286
trevor ariza,Free Throw / Short Range,Heavy Contest,83,31,0.3735
trevor ariza,Free Throw / Short Range,Slight Contest,10,6,0.6
trevor ariza,Mid-Range,Heavy Contest,29,5,0.1724
trevor ariza,Mid-Range,Slight Contest,24,10,0.4167
trevor ariza,Mid-Range,Wide Open,16,6,0.375
trevor ariza,Restricted Area (Layup),Heavy Contest,74,36,0.4865
trevor ariza,Restricted Area (Layup),Slight Contest,13,12,0.9231
trevor ariza,Restricted Area (Layup),Wide Open,10,10,1.0
trevor booker,Above the Break 3,Wide Open,28,15,0.5357
trevor booker,Free Throw / Short Range,Heavy Contest,109,55,0.5046
trevor booker,Free Throw / Short Range,Slight Contest,14,7,0.5
trevor booker,Mid-Range,Slight Contest,31,12,0.3871
trevor booker,Mid-Range,Wide Open,20,6,0.3
trevor booker,Restricted Area (Layup),Heavy Contest,67,46,0.6866
trey burke,Above the Break 3,Heavy Contest,64,21,0.3281
trey burke,Above the Break 3,Slight Contest,129,34,0.2636
trey burke,Above the Break 3,Wide Open,72,28,0.3889
trey burke,Corner 3,Heavy Contest,15,6,0.4
trey burke,Corner 3,Slight Contest,10,5,0.5
trey burke,Corner 3,Wide Open,11,2,0.1818
trey burke,Free Throw / Short Range,Heavy Contest,171,55,0.3216
trey burke,Free Throw / Short Range,Slight Contest,38,22,0.5789
trey burke,Mid-Range,Heavy Contest,113,51,0.4513
trey burke,Mid-Range,Slight Contest,70,27,0.3857
trey burke,Mid-Range,Wide Open,24,11,0.4583
trey burke,Restricted Area (Layup),Heavy Contest,57,24,0.4211
tristan thompson,Free Throw / Short Range,Heavy Contest,122,58,0.4754
tristan thompson,Free Throw / Short Range,Slight Contest,27,14,0.5185
tristan thompson,Free Throw / Short Range,Wide Open,11,7,0.6364
tristan thompson,Restricted Area (Layup),Heavy Contest,196,113,0.5765
tristan thompson,Restricted Area (Layup),Slight Contest,17,16,0.9412
ty lawson,Above the Break 3,Heavy Contest,21,7,0.3333
ty lawson,Above the Break 3,Slight Contest,70,22,0.3143
ty lawson,Above the Break 3,Wide Open,64,27,0.4219
ty lawson,Free Throw / Short Range,Heavy Contest,119,45,0.3782
ty lawson,Free Throw / Short Range,Slight Contest,36,17,0.4722
ty lawson,Free Throw / Short Range,Wide Open,10,6,0.6
ty lawson,Mid-Range,Heavy Contest,105,39,0.3714
ty lawson,Mid-Range,Slight Contest,101,40,0.396
ty lawson,Mid-Range,Wide Open,50,17,0.34
ty lawson,Restricted Area (Layup),Heavy Contest,111,72,0.6486
ty lawson,Restricted Area (Layup),Slight Contest,19,14,0.7368
ty lawson,Restricted Area (Layup),Wide Open,14,14,1.0
tyler hansbrough,Free Throw / Short Range,Heavy Contest,28,11,0.3929
tyler hansbrough,Restricted Area (Layup),Heavy Contest,55,30,0.5455
tyler zeller,Free Throw / Short Range,Heavy Contest,205,97,0.4732
tyler zeller,Free Throw / Short Range,Slight Contest,23,17,0.7391
tyler zeller,Mid-Range,Slight Contest,23,10,0.4348
tyler zeller,Mid-Range,Wide Open,23,15,0.6522
tyler zeller,Restricted Area (Layup),Heavy Contest,122,73,0.5984
tyler zeller,Restricted Area (Layup),Slight Contest,14,10,0.7143
tyreke evans,Above the Break 3,Heavy Contest,27,3,0.1111
tyreke evans,Above the Break 3,Slight Contest,55,19,0.3455
tyreke evans,Above the Break 3,Wide Open,73,20,0.274
tyreke evans,Corner 3,Slight Contest,10,4,0.4
tyreke evans,Free Throw / Short Range,Heavy Contest,324,135,0.4167
tyreke evans,Free Throw / Short Range,Slight Contest,27,16,0.5926
tyreke evans,Mid-Range,Heavy Contest,21,6,0.2857
tyreke evans,Mid-Range,Slight Contest,65,29,0.4462
tyreke evans,Mid-Range,Wide Open,25,10,0.4
tyreke evans,Restricted Area (Layup),Heavy Contest,239,119,0.4979
tyreke evans,Restricted Area (Layup),Slight Contest,21,15,0.7143
tyreke evans,Restricted Area (Layup),Wide Open,11,9,0.8182
tyson chandler,Free Throw / Short Range,Heavy Contest,57,27,0.4737
tyson chandler,Free Throw / Short Range,Slight Contest,12,10,0.8333
tyson chandler,Mid-Range,Slight Contest,12,5,0.4167
tyson chandler,Mid-Range,Wide Open,18,8,0.4444
tyson chandler,Restricted Area (Layup),Heavy Contest,183,133,0.7268
tyson chandler,Restricted Area (Layup),Slight Contest,39,33,0.8462
tyson chandler,Restricted Area (Layup),Wide Open,12,10,0.8333
udonis haslem,Free Throw / Short Range,Heavy Contest,17,9,0.5294
udonis haslem,Mid-Range,Slight Contest,28,8,0.2857
udonis haslem,Mid-Range,Wide Open,19,7,0.3684
udonis haslem,Restricted Area (Layup),Heavy Contest,50,24,0.48
victor oladipo,Above the Break 3,Heavy Contest,16,3,0.1875
victor oladipo,Above the Break 3,Slight Contest,67,26,0.3881
victor oladipo,Above the Break 3,Wide Open,57,17,0.2982
victor oladipo,Free Throw / Short Range,Heavy Contest,182,80,0.4396
victor oladipo,Free Throw / Short Range,Slight Contest,28,13,0.4643
victor oladipo,Mid-Range,Heavy Contest,58,16,0.2759
victor oladipo,Mid-Range,Slight Contest,68,24,0.3529
victor oladipo,Mid-Range,Wide Open,20,11,0.55
victor oladipo,Restricted Area (Layup),Heavy Contest,173,95,0.5491
victor oladipo,Restricted Area (Layup),Slight Contest,20,18,0.9
victor oladipo,Restricted Area (Layup),Wide Open,11,11,1.0
vince carter,Above the Break 3,Heavy Contest,22,3,0.1364
vince carter,Above the Break 3,Slight Contest,89,26,0.2921
vince carter,Above the Break 3,Wide Open,38,9,0.2368
vince carter,Free Throw / Short Range,Heavy Contest,36,13,0.3611
vince carter,Mid-Range,Heavy Contest,22,8,0.3636
vince carter,Mid-Range,Slight Contest,28,8,0.2857
vince carter,Restricted Area (Layup),Heavy Contest,19,8,0.4211
wayne ellington,Above the Break 3,Heavy Contest,35,9,0.2571
wayne ellington,Above the Break 3,Slight Contest,82,36,0.439
wayne ellington,Above the Break 3,Wide Open,43,12,0.2791
wayne ellington,Free Throw / Short Range,Heavy Contest,56,26,0.4643
wayne ellington,Free Throw / Short Range,Slight Contest,13,5,0.3846
wayne ellington,Mid-Range,Heavy Contest,69,28,0.4058
wayne ellington,Mid-Range,Slight Contest,80,35,0.4375
wayne ellington,Mid-Range,Wide Open,17,6,0.3529
wayne ellington,Restricted Area (Layup),Heavy Contest,21,17,0.8095
wesley johnson,Above the Break 3,Heavy Contest,37,8,0.2162
wesley johnson,Above the Break 3,Slight Contest,58,21,0.3621
wesley johnson,Above the Break 3,Wide Open,40,21,0.525
wesley johnson,Corner 3,Slight Contest,19,9,0.4737
wesley johnson,Corner 3,Wide Open,25,8,0.32
wesley johnson,Free Throw / Short Range,Heavy Contest,57,26,0.4561
wesley johnson,Free Throw / Short Range,Slight Contest,14,9,0.6429
wesley johnson,Mid-Range,Heavy Contest,88,28,0.3182
wesley johnson,Mid-Range,Slight Contest,55,24,0.4364
