player_name,Zone,Contest,FGA,FGM,FG_PCT
wesley johnson,Mid-Range,Wide Open,34,14,0.4118
wesley johnson,Restricted Area (Layup),Heavy Contest,22,16,0.7273
wesley matthews,Above the Break 3,Heavy Contest,46,14,0.3043
wesley matthews,Above the Break 3,Slight Contest,188,69,0.367
wesley matthews,Above the Break 3,Wide Open,158,71,0.4494
wesley matthews,Corner 3,Slight Contest,21,5,0.2381
wesley matthews,Corner 3,Wide Open,21,10,0.4762
wesley matthews,Free Throw / Short Range,Heavy Contest,114,61,0.5351
wesley matthews,Free Throw / Short Range,Slight Contest,28,16,0.5714
wesley matthews,Mid-Range,Heavy Contest,36,16,0.4444
wesley matthews,Mid-Range,Slight Contest,37,19,0.5135
wesley matthews,Mid-Range,Wide Open,11,2,0.1818
wesley matthews,Restricted Area (Layup),Heavy Contest,63,34,0.5397
wesley matthews,Restricted Area (Layup),Slight Contest,10,9,0.9
wilson chandler,Above the Break 3,Heavy Contest,68,16,0.2353
wilson chandler,Above the Break 3,Slight Contest,150,53,0.3533
wilson chandler,Above the Break 3,Wide Open,58,20,0.3448
wilson chandler,Corner 3,Heavy Contest,12,3,0.25
wilson chandler,Corner 3,Slight Contest,13,6,0.4615
wilson chandler,Corner 3,Wide Open,20,8,0.4
wilson chandler,Free Throw / Short Range,Heavy Contest,204,87,0.4265
wilson chandler,Free Throw / Short Range,Slight Contest,26,14,0.5385
wilson chandler,Mid-Range,Heavy Contest,32,10,0.3125
wilson chandler,Mid-Range,Slight Contest,32,9,0.2812
wilson chandler,Mid-Range,Wide Open,12,6,0.5
wilson chandler,Restricted Area (Layup),Heavy Contest,89,55,0.618
zach lavine,Above the Break 3,Heavy Contest,10,2,0.2
zach lavine,Above the Break 3,Slight Contest,27,11,0.4074
zach lavine,Above the Break 3,Wide Open,33,9,0.2727
zach lavine,Free Throw / Short Range,Heavy Contest,87,38,0.4368
zach lavine,Mid-Range,Heavy Contest,54,22,0.4074
zach lavine,Mid-Range,Slight Contest,66,22,0.3333
zach lavine,Mid-Range,Wide Open,18,5,0.2778
zach lavine,Restricted Area (Layup),Heavy Contest,42,24,0.5714
zach lavine,Restricted Area (Layup),Slight Contest,10,9,0.9
zach randolph,Free Throw / Short Range,Heavy Contest,266,120,0.4511
zach randolph,Free Throw / Short Range,Slight Contest,17,9,0.5294
zach randolph,Mid-Range,Heavy Contest,24,8,0.3333
zach randolph,Mid-Range,Slight Contest,115,43,0.3739
zach randolph,Mid-Range,Wide Open,32,12,0.375
zach randolph,Restricted Area (Layup),Heavy Contest,185,113,0.6108
zach randolph,Restricted Area (Layup),Slight Contest,16,15,0.9375
zaza pachulia,Free Throw / Short Range,Heavy Contest,81,29,0.358
zaza pachulia,Free Throw / Short Range,Slight Contest,26,10,0.3846
zaza pachulia,Free Throw / Short Range,Wide Open,12,6,0.5
zaza pachulia,Mid-Range,Slight Contest,44,18,0.4091
zaza pachulia,Mid-Range,Wide Open,85,36,0.4235
zaza pachulia,Restricted Area (Layup),Heavy Contest,80,40,0.5
